estu_nacionalidad	estu_depto_reside	estu_mcpio_reside	estu_estudiante	estu_nse_individual	estu_nse_establecimiento	punt_lectura_critica	punt_matematicas	punt_c_naturales	punt_sociales_ciudadanas	punt_ingles	punt_global	cole_jornada	cole_naturaleza	cole_area_ubicacion	fami_estratovivienda	estu_edad	estu_genero	fami_situacioneconomica	fami_comecarnepescadohuevo	fami_numlibros	estu_dedicacionlecturadiaria	estu_dedicacioninternet	fami_tienecomputador	tiene_vehiculo	edu_max_padres	hacinamiento	trabaja_cat	glo	cole_tipo
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	56	50	52	54	56	266	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Peor	3 a 5 veces por semana	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	49	54	52	51	66	263	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	1	2	53	43	53	51	43	247	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	55	43	41	47	38	229	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	57	62	50	54	49	276	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	Si	VEH.Sí	Edu.Profesional	HAC.SI	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	VENADILLO	ESTUDIANTE	2	2	63	49	56	62	62	289	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	52	62	49	34	49	246	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.17a18	M	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	HONDA	ESTUDIANTE	2	2	40	47	38	30	42	195	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	3	3	60	52	46	55	53	266	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	1	3	51	49	44	41	63	238	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	4	3	67	69	63	66	61	329	COMPLETA	NO OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	3 a 5 veces por semana	MÁS DE 100 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	64	63	55	62	45	299	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	39	41	46	52	32	218	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	53	46	48	48	39	240	UNICA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	51	49	45	50	45	242	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	43	39	37	34	31	188	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Mejor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	1	2	65	60	55	67	44	302	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	53	38	37	37	59	213	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	30	26	36	29	34	153	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	F	Mejor	Todos o casi todos los días	MÁS DE 100 LIBROS	Entre 1 y 2 horas	30 minutos o menos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	CARMEN DE APICALÁ	ESTUDIANTE	1	2	48	59	45	40	43	238	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	65	53	49	48	42	264	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Más de 2 horas	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	SALDAÑA	ESTUDIANTE	2	2	53	54	46	49	40	248	MAÑANA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	No Navega Internet	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	CUNDAY	ESTUDIANTE	2	2	53	51	48	35	46	233	MAÑANA	OFICIAL	RURAL	Estrato 3	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	1	2	59	57	55	66	42	290	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Peor	Nunca o rara vez comemos eso	0 A 10 LIBROS	30 minutos o menos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	60	65	59	57	62	302	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	2	57	55	49	52	57	268	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Igual	1 o 2 veces por semana	MÁS DE 100 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	75	79	73	66	68	364	UNICA	OFICIAL	URBANO	Estrato 4	Edad.17a18	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	1	2	53	62	53	48	48	268	UNICA	OFICIAL	RURAL	Estrato 1	Edad.17a18	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	3	2	52	53	47	43	55	246	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	DOLORES	ESTUDIANTE	1	2	60	46	53	47	49	257	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	RIOBLANCO	ESTUDIANTE	2	2	53	46	48	46	44	240	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	M	Igual	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	No	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	1	2	48	52	43	37	46	225	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	2	2	57	52	48	44	51	252	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	Entre 1 y 2 horas	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	46	46	38	46	55	224	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	1 o 2 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.No	Edu.Bachiller	HAC.NO	Trabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	2	61	38	50	39	57	239	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	LÍBANO	ESTUDIANTE	2	2	50	67	58	35	49	261	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.MAlto	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	56	58	55	50	51	272	TARDE	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	63	54	61	62	61	300	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Mejor	3 a 5 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	PRADO	ESTUDIANTE	1	2	34	37	41	42	39	193	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	No Navega Internet	No	VEH.Sí	Edu.Primaria	HAC.SI	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	62	55	65	48	73	293	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Peor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	LÉRIDA	ESTUDIANTE	2	3	61	61	61	42	58	282	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Nunca o rara vez comemos eso	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	1	2	56	42	49	45	44	238	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	RIOBLANCO	ESTUDIANTE	3	2	55	61	59	60	48	290	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	1	2	31	32	41	30	37	169	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	No Navega Internet	No	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	78	65	66	82	73	364	UNICA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	2	61	57	64	58	63	301	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	MELGAR	ESTUDIANTE	1	2	60	50	52	56	68	278	MAÑANA	NO OFICIAL	URBANO	Sin Estrato	Edad.17a18	M	Peor	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	No Navega Internet	No	VEH.No	Edu.Bachiller	HAC.SI	Trabaja	Glo.MAlto	Urbano/No_Oficial
COLOMBIA	TOLIMA	SAN ANTONIO	ESTUDIANTE	2	2	48	55	47	46	53	247	MAÑANA	OFICIAL	RURAL	Sin Estrato	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.MBajo	Rural/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	3	2	53	63	48	51	58	270	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	M	Mejor	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ESPINAL	ESTUDIANTE	2	2	56	47	48	53	53	256	UNICA	OFICIAL	URBANO	Estrato 1	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	Entre 1 y 2 horas	Entre 30 y 60 minutos	Si	VEH.No	Edu.Técnico	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	HERVEO	ESTUDIANTE	2	2	56	64	47	54	47	273	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	M	Igual	3 a 5 veces por semana	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	74	62	67	76	76	351	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.No	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	58	60	59	55	57	290	MAÑANA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	Entre 30 y 60 minutos	Más de 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	55	54	53	59	66	280	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	3	2	44	36	41	33	42	194	UNICA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	59	63	63	66	65	315	MAÑANA	NO OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Igual	Todos o casi todos los días	11 A 25 LIBROS	Entre 30 y 60 minutos	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/No_Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	39	36	39	37	45	192	UNICA	OFICIAL	RURAL	Estrato 1	Edad.15a16	F	Mejor	Todos o casi todos los días	0 A 10 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	1	2	47	42	41	36	44	208	MAÑANA	OFICIAL	RURAL	Sin Estrato	Edad.15a16	F	Igual	1 o 2 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	No Navega Internet	No	VEH.No	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	2	3	64	80	79	74	62	367	TARDE	OFICIAL	URBANO	Estrato 2	Edad.17a18	F	Peor	3 a 5 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	No	VEH.No	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	1	2	41	19	34	31	41	160	UNICA	OFICIAL	RURAL	Sin Estrato	Edad.17a18	F	Igual	3 a 5 veces por semana	0 A 10 LIBROS	Entre 30 y 60 minutos	30 minutos o menos	No	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	CAJAMARCA	ESTUDIANTE	3	2	54	53	52	40	47	248	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	M	Mejor	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	ATACO	ESTUDIANTE	2	2	41	46	43	39	31	207	MAÑANA	OFICIAL	RURAL	Estrato 1	Edad.17a18	F	Mejor	Todos o casi todos los días	11 A 25 LIBROS	30 minutos o menos	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	4	3	70	82	65	64	71	352	MAÑANA	OFICIAL	URBANO	Estrato 4	Edad.15a16	M	Igual	Todos o casi todos los días	26 A 100 LIBROS	Entre 1 y 2 horas	Más de 3 horas	Si	VEH.Sí	Edu.Profesional	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	59	60	54	52	43	276	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	ORTEGA	ESTUDIANTE	1	1	47	36	34	29	36	182	MAÑANA	OFICIAL	RURAL	Estrato 2	Edad.15a16	F	Igual	Todos o casi todos los días	0 A 10 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Rural/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	38	52	45	35	52	216	COMPLETA	NO OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Peor	Todos o casi todos los días	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Técnico	HAC.NO	NoTrabaja	Glo.Bajo	Urbano/No_Oficial
COLOMBIA	TOLIMA	FRESNO	ESTUDIANTE	2	2	62	75	68	63	62	333	UNICA	OFICIAL	URBANO	Estrato 2	Edad.15a16	F	Igual	3 a 5 veces por semana	11 A 25 LIBROS	30 minutos o menos	Más de 3 horas	Si	VEH.No	Edu.Primaria	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	64	57	59	65	56	304	UNICA	OFICIAL	URBANO	Estrato 2	Edad.17a18	M	Peor	3 a 5 veces por semana	0 A 10 LIBROS	No leo por entretenimiento	Entre 30 y 60 minutos	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.Alto	Urbano/Oficial
COLOMBIA	TOLIMA	SAN SEBASTIÁN DE MARIQUITA	ESTUDIANTE	2	3	44	57	56	47	62	259	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Igual	3 a 5 veces por semana	26 A 100 LIBROS	Entre 30 y 60 minutos	Entre 1 y 3 horas	No	VEH.Sí	Edu.Profesional	HAC.NO	Trabaja	Glo.MAlto	Urbano/Oficial
COLOMBIA	TOLIMA	PLANADAS	ESTUDIANTE	2	2	49	35	42	42	43	210	MAÑANA	OFICIAL	URBANO	Estrato 3	Edad.15a16	F	Igual	1 o 2 veces por semana	11 A 25 LIBROS	30 minutos o menos	Entre 30 y 60 minutos	No	VEH.Sí	Edu.Primaria	HAC.NO	Trabaja	Glo.Bajo	Urbano/Oficial
COLOMBIA	TOLIMA	IBAGUÉ	ESTUDIANTE	3	3	57	53	40	49	51	249	TARDE	OFICIAL	URBANO	Estrato 3	Edad.17a18	F	Mejor	Todos o casi todos los días	26 A 100 LIBROS	No leo por entretenimiento	Entre 1 y 3 horas	Si	VEH.Sí	Edu.Bachiller	HAC.NO	NoTrabaja	Glo.MBajo	Urbano/Oficial
COLOMBIA	TOLIMA	CHAPARRAL	ESTUDIANTE	2	2	37	36	39	30	47	182	UNICA	OFICIAL	URBANO	Estrato 1	Edad.17a18	M	Mejor	1 o 2 veces por semana	11 A 25 LIBROS	No leo por entretenimiento	30 minutos o menos	No	VEH.No	Edu.Bachiller	HAC.SI	Trabaja	Glo.Bajo	Urbano/Oficial
